composition,formation_energy (eV/atom),mode_AtomicWeight,max_Electronegativity,avg_Electronegativity,dev_Electronegativity,sum_Electronegativity,mode_Row,mode_GSvolume_pa,mode_CovalentRadius,range_Electronegativity,avg_Column,dev_NpUnfilled,mode_MendeleevNumber,mode_MeltingT,mode_Number,min_CovalentRadius,dev_NpValence,min_MeltingT,mode_SpaceGroupNumber,sum_NpValence,mode_NValence,max_MendeleevNumber,dev_NdValence,avg_CovalentRadius,avg_NpValence,min_AtomicWeight,min_SpaceGroupNumber,min_GSvolume_pa,mode_Column,min_Number,sum_SpaceGroupNumber,mode_NpUnfilled,sum_MeltingT,mode_NpValence,avg_MeltingT,mode_NUnfilled,avg_SpaceGroupNumber,avg_NdValence,range_SpaceGroupNumber,sum_CovalentRadius,sum_Column,max_NpValence,dev_SpaceGroupNumber,max_Column,sum_NdValence,sum_GSbandgap,range_NpValence,avg_MendeleevNumber,sum_MendeleevNumber,dev_CovalentRadius,max_NValence,sum_NpUnfilled,range_Column,max_GSbandgap,range_GSbandgap,dev_Column,max_NdValence,max_MeltingT,dev_GSbandgap,range_NdValence
Cs1 Ba1 I3,-1.924319006,126.90447,2.66,1.932,0.8736,9.66,5.0,43.015,139.0,1.87,10.8,0.48,96.0,386.85,53.0,139.0,2.4000000000000004,301.59,64.0,15.0,17.0,96.0,4.800000000000001,175.2,3.0,126.90447,64.0,43.015,17.0,53.0,650.0,1.0,2462.1400000000003,5.0,492.428,1.0,130.0,6.0,165.0,876.0,54.0,5.0,79.2,17.0,30.0,3.186,5.0,60.39999999999999,302.0,43.44,17.0,3.0,16.0,1.062,1.062,7.44,10.0,1000.0,0.50976,10.0
Cs1 Be1 F3,-3.40735911,18.9984032,3.98,2.86,1.344,14.3,2.0,9.7075,57.0,3.19,10.8,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,0.0,102.2,3.0,9.012182,15.0,7.89,17.0,4.0,468.0,1.0,2022.09,5.0,404.418,1.0,93.6,0.0,214.0,511.0,54.0,5.0,94.32,17.0,0.0,5.91,5.0,70.2,351.0,56.72,7.0,3.0,16.0,1.97,1.97,7.44,0.0,1560.0,0.9456,0.0
Cs1 Be1 H3,-0.206082487,1.00794,2.2,1.7920000000000005,0.4896,8.96,1.0,6.615,31.0,1.41,1.2000000000000002,0.0,92.0,14.01,1.0,31.0,0.0,14.01,194.0,0.0,1.0,92.0,0.0,86.6,0.0,1.00794,194.0,6.615,1.0,1.0,1005.0,0.0,1903.62,0.0,380.724,1.0,201.0,0.0,35.0,433.0,6.0,0.0,11.2,2.0,0.0,23.559,0.0,69.6,348.0,66.72,2.0,0.0,1.0,7.853,7.853,0.3200000000000001,0.0,1560.0,3.76944,0.0
Cs1 Br1 O3,-1.060823022,15.9994,3.44,2.814,0.8096,14.07,2.0,9.105,66.0,2.65,13.2,0.72,87.0,54.8,8.0,66.0,1.36,54.8,12.0,17.0,6.0,95.0,3.2,112.4,3.4,15.9994,12.0,9.105,16.0,8.0,329.0,2.0,731.79,4.0,146.358,2.0,65.80000000000001,2.0,217.0,562.0,66.0,5.0,65.28,17.0,10.0,1.457,5.0,72.19999999999999,361.0,55.68000000000001,17.0,7.0,16.0,1.457,1.457,4.880000000000001,10.0,301.59,0.46624,10.0
Cs1 Ca1 Br3,-2.305878949,79.904,2.96,2.134,0.9912,10.669999999999998,4.0,29.48,120.0,2.17,10.8,0.48,95.0,265.8,35.0,120.0,2.4000000000000004,265.8,64.0,15.0,17.0,95.0,4.800000000000001,156.0,3.0,40.078,64.0,29.48,17.0,20.0,646.0,1.0,2213.99,5.0,442.798,1.0,129.20000000000002,6.0,165.0,780.0,54.0,5.0,78.24000000000001,17.0,30.0,4.371,5.0,59.4,297.0,43.2,17.0,3.0,16.0,1.457,1.457,7.44,10.0,1115.0,0.69936,10.0
Cs1 Ca1 Cl3,-2.536269789,35.453,3.16,2.254,1.0872000000000002,11.27,3.0,24.4975,102.0,2.37,10.8,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,0.0,145.2,3.0,35.453,64.0,24.4975,17.0,17.0,646.0,1.0,1931.39,5.0,386.278,1.0,129.20000000000002,0.0,165.0,726.0,54.0,5.0,78.24000000000001,17.0,0.0,7.478999999999999,5.0,58.8,294.0,51.84,7.0,3.0,16.0,2.493,2.493,7.44,0.0,1115.0,1.19664,0.0
Cs1 Ca1 F3,-3.719104391,18.9984032,3.98,2.746,1.4808,13.73,2.0,9.7075,57.0,3.19,10.8,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,0.0,118.2,3.0,18.9984032,15.0,9.7075,17.0,9.0,499.0,1.0,1577.09,5.0,315.418,1.0,99.8,0.0,214.0,591.0,54.0,5.0,101.76,17.0,0.0,5.91,5.0,58.2,291.0,73.44,7.0,3.0,16.0,1.97,1.97,7.44,0.0,1115.0,0.9456,0.0
Cs1 Ca1 I3,-1.842854078,126.90447,2.66,1.954,0.8472000000000001,9.77,5.0,43.015,139.0,1.87,10.8,0.48,96.0,386.85,53.0,139.0,2.4000000000000004,301.59,64.0,15.0,17.0,96.0,4.800000000000001,167.39999999999998,3.0,40.078,64.0,37.77,17.0,20.0,646.0,1.0,2577.1400000000003,5.0,515.428,1.0,129.20000000000002,6.0,165.0,837.0,54.0,5.0,78.24000000000001,17.0,30.0,3.186,5.0,59.99999999999999,300.0,34.08,17.0,3.0,16.0,1.062,1.062,7.44,10.0,1115.0,0.50976,10.0
Cs1 Cd1 Br3,-1.587328574,79.904,2.96,2.272,0.8255999999999999,11.36,4.0,29.48,120.0,2.17,12.8,0.48,95.0,265.8,35.0,120.0,2.4000000000000004,265.8,64.0,15.0,17.0,95.0,3.2,149.60000000000002,3.0,79.904,64.0,19.495,17.0,35.0,615.0,1.0,1693.21,5.0,338.642,1.0,123.0,8.0,165.0,748.0,64.0,5.0,70.80000000000001,17.0,40.0,4.371,5.0,72.0,360.0,37.76000000000001,17.0,3.0,16.0,1.457,1.457,5.04,10.0,594.22,0.69936,10.0
Cs1 Cd1 Cl3,-1.7057214,35.453,3.16,2.392,0.9216,11.96,3.0,24.4975,102.0,2.37,12.8,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,3.2,138.8,3.0,35.453,64.0,19.495,17.0,17.0,615.0,1.0,1410.61,5.0,282.122,1.0,123.0,2.0,165.0,694.0,64.0,5.0,70.80000000000001,17.0,10.0,7.478999999999999,5.0,71.4,357.0,44.16,12.0,3.0,16.0,2.493,2.493,5.04,10.0,594.22,1.19664,10.0
Cs1 Cd1 F3,-2.699160898,18.9984032,3.98,2.884,1.3152,14.42,2.0,9.7075,57.0,3.19,12.8,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,3.2,111.8,3.0,18.9984032,15.0,9.7075,17.0,9.0,468.0,1.0,1056.31,5.0,211.262,1.0,93.6,2.0,214.0,559.0,64.0,5.0,94.32,17.0,10.0,5.91,5.0,70.8,354.0,65.75999999999999,12.0,3.0,16.0,1.97,1.97,5.04,10.0,594.22,0.9456,10.0
Cs1 Co1 Cl3,-1.516769419,35.453,3.16,2.43,0.8760000000000001,12.15,3.0,24.4975,102.0,2.37,12.2,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,2.24,135.2,3.0,35.453,64.0,10.245,17.0,17.0,615.0,1.0,2584.3900000000003,5.0,516.878,1.0,123.0,1.4,165.0,676.0,61.0,5.0,70.80000000000001,17.0,7.0,7.478999999999999,5.0,69.0,345.0,43.52,9.0,3.0,16.0,2.493,2.493,5.76,7.0,1768.0,1.19664,7.0
Cs1 Cr1 Cl3,-1.723779723,35.453,3.16,2.386,0.9288,11.93,3.0,24.4975,102.0,2.37,11.6,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,1.6,137.8,3.0,35.453,64.0,11.19,17.0,17.0,650.0,1.0,2996.3900000000003,5.0,599.278,1.0,130.0,1.0,165.0,689.0,58.0,5.0,79.2,17.0,5.0,7.478999999999999,5.0,67.2,336.0,42.96000000000001,7.0,3.0,16.0,2.493,2.493,6.48,5.0,2180.0,1.19664,5.0
Cs1 Cu1 Br3,-1.251351334,79.904,2.96,2.314,0.7752,11.57,4.0,29.48,120.0,2.17,12.6,0.48,95.0,265.8,35.0,120.0,2.4000000000000004,265.8,64.0,15.0,17.0,95.0,3.2,147.2,3.0,63.546,64.0,11.07,17.0,29.0,646.0,1.0,2456.76,5.0,491.352,1.0,129.20000000000002,8.0,165.0,736.0,63.0,5.0,78.24000000000001,17.0,40.0,4.371,5.0,70.8,354.0,38.72,17.0,3.0,16.0,1.457,1.457,5.279999999999999,10.0,1357.77,0.69936,10.0
Cs1 Cu1 Cl3,-1.334073815,35.453,3.16,2.434,0.8712000000000001,12.17,3.0,24.4975,102.0,2.37,12.6,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,3.2,136.4,3.0,35.453,64.0,11.07,17.0,17.0,646.0,1.0,2174.16,5.0,434.832,1.0,129.20000000000002,2.0,165.0,682.0,63.0,5.0,78.24000000000001,17.0,10.0,7.478999999999999,5.0,70.2,351.0,43.040000000000006,11.0,3.0,16.0,2.493,2.493,5.279999999999999,10.0,1357.77,1.19664,10.0
Ti3 Sn1 H1,-0.433976838,47.867,2.2,1.7559999999999998,0.2592,8.780000000000001,4.0,16.69,160.0,0.6600000000000001,5.4,1.2800000000000002,43.0,1941.0,22.0,31.0,0.6400000000000001,14.01,194.0,2.0,4.0,92.0,2.72,130.0,0.4,1.00794,141.0,6.615,4.0,1.0,917.0,0.0,6342.09,0.0,1268.418,8.0,183.4,3.2,53.0,650.0,27.0,2.0,16.959999999999997,14.0,16.0,7.853,2.0,60.2,301.0,39.6,14.0,4.0,13.0,7.853,7.853,3.4400000000000004,10.0,1941.0,2.51296,10.0
Ti3 Zn1 N1,-0.971155427,47.867,3.04,1.862,0.4712,9.31,4.0,16.69,160.0,1.5,7.800000000000001,0.96,43.0,1941.0,22.0,71.0,0.96,63.05,194.0,3.0,4.0,82.0,2.72,134.6,0.6000000000000001,14.0067,194.0,13.96,4.0,7.0,970.0,0.0,6578.7300000000005,0.0,1315.746,8.0,194.0,3.2,0.0,673.0,39.0,3.0,0.0,15.0,16.0,6.437,3.0,56.0,280.0,30.48,12.0,3.0,11.0,6.437,6.437,4.5600000000000005,10.0,1941.0,2.0598400000000003,10.0
Ti1 Cd1 O3,-2.671460971,15.9994,3.44,2.71,0.876,13.55,2.0,9.105,66.0,1.9,12.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,3.04,100.4,2.4,15.9994,12.0,9.105,16.0,8.0,424.0,2.0,2699.6200000000003,4.0,539.924,2.0,84.80000000000001,2.4,182.0,502.0,64.0,4.0,87.36000000000001,16.0,12.0,0.0,4.0,74.8,374.0,41.28,12.0,6.0,12.0,0.0,0.0,3.84,10.0,1941.0,0.0,10.0
Ti1 Fe1 O3,-2.729712793,15.9994,3.44,2.7380000000000004,0.8423999999999998,13.69,2.0,9.105,66.0,1.9,12.0,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.92,98.0,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,3916.4,4.0,783.2800000000001,2.0,91.8,1.6,217.0,490.0,60.0,4.0,95.76,16.0,8.0,0.0,4.0,71.8,359.0,38.400000000000006,8.0,6.0,12.0,0.0,0.0,4.800000000000001,6.0,1941.0,0.0,6.0
Ti1 Ge1 S3,-1.180468272,32.065,2.58,2.258,0.3864000000000001,11.29,3.0,25.786875,105.0,1.04,13.2,0.8,88.0,388.36,16.0,105.0,1.44,388.36,70.0,14.0,6.0,88.0,3.04,119.0,2.8,32.065,70.0,16.69,16.0,16.0,629.0,2.0,4317.48,4.0,863.496,2.0,125.8,2.4,155.0,595.0,66.0,4.0,66.96000000000001,16.0,12.0,6.989,4.0,77.19999999999999,386.0,16.8,14.0,10.0,12.0,2.202,2.202,3.6800000000000006,10.0,1941.0,0.96504,10.0
Ti1 Mn1 O3,-2.954604056,15.9994,3.44,2.6820000000000004,0.9096,13.41,2.0,9.105,66.0,1.9,11.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.6800000000000002,99.4,2.4,15.9994,12.0,9.105,16.0,8.0,447.0,2.0,3624.4,4.0,724.88,2.0,89.40000000000002,1.4,205.0,497.0,59.0,4.0,92.88,16.0,7.0,0.0,4.0,71.19999999999999,356.0,40.08,7.0,6.0,12.0,0.0,0.0,5.04,5.0,1941.0,0.0,5.0
Ti1 Ni1 O3,-2.596717667,15.9994,3.44,2.754,0.8232,13.77,2.0,9.105,66.0,1.9,12.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.4000000000000004,96.4,2.4,15.9994,12.0,9.105,16.0,8.0,455.0,2.0,3833.4,4.0,766.6800000000001,2.0,91.0,2.0,213.0,482.0,62.0,4.0,94.8,16.0,10.0,0.0,4.0,73.0,365.0,36.48,10.0,6.0,12.0,0.0,0.0,4.32,8.0,1941.0,0.0,8.0
Ti1 P1 N3,-1.057049673,14.0067,3.04,2.57,0.5640000000000001,12.85,2.0,14.76875,71.0,1.5,12.8,0.96,82.0,63.05,7.0,71.0,0.96,63.05,194.0,12.0,5.0,83.0,0.6400000000000001,96.0,2.4,14.0067,2.0,14.76875,15.0,7.0,778.0,3.0,2447.4500000000003,3.0,489.49000000000007,3.0,155.6,0.4,192.0,480.0,64.0,3.0,61.44,15.0,2.0,20.936,3.0,74.4,372.0,30.0,5.0,12.0,11.0,6.437,6.437,3.52,2.0,1941.0,2.6997600000000004,2.0
Ti1 Pb1 O3,-2.730589786,15.9994,3.44,2.838,0.7223999999999999,14.19,2.0,9.105,66.0,1.9,13.2,0.8,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,3.04,100.8,2.8,15.9994,12.0,9.105,16.0,8.0,455.0,2.0,2706.01,4.0,541.202,2.0,91.0,2.4,213.0,504.0,66.0,4.0,94.8,16.0,12.0,0.0,4.0,77.0,385.0,41.760000000000005,28.0,10.0,12.0,0.0,0.0,3.6800000000000006,10.0,1941.0,0.0,10.0
Ti1 V1 O3,-3.029616558,15.9994,3.44,2.6980000000000004,0.8903999999999999,13.49,2.0,9.105,66.0,1.9,11.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.2000000000000002,102.2,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,4288.4,4.0,857.6800000000001,2.0,91.8,1.0,217.0,511.0,57.0,4.0,95.76,16.0,5.0,0.0,4.0,70.0,350.0,43.44,6.0,6.0,12.0,0.0,0.0,5.5200000000000005,3.0,2183.0,0.0,3.0
Tl1 B1 Se3,-0.297648989,78.96,2.55,2.262,0.3455999999999998,11.31,4.0,25.92,120.0,0.9299999999999996,14.8,1.44,89.0,494.0,34.0,84.0,1.44,494.0,14.0,14.0,16.0,89.0,3.2,117.8,2.8,10.811,14.0,7.1725,16.0,5.0,402.0,2.0,4407.0,4.0,881.4,2.0,80.4,8.0,180.0,589.0,74.0,4.0,79.68,16.0,40.0,3.921,3.0,83.0,415.0,13.520000000000003,27.0,16.0,3.0,1.524,1.524,1.44,10.0,2348.0,0.31368,10.0
Tl1 Cd1 Cl3,-1.434300731,35.453,3.16,2.558,0.7224000000000002,12.79,3.0,24.4975,102.0,1.54,15.2,1.36,94.0,171.6,17.0,102.0,2.16,171.6,64.0,16.0,7.0,94.0,4.800000000000001,119.0,3.2,35.453,64.0,19.495,17.0,17.0,580.0,1.0,1686.02,5.0,337.204,1.0,116.0,4.0,130.0,595.0,76.0,5.0,62.400000000000006,17.0,20.0,7.478999999999999,5.0,85.6,428.0,20.4,27.0,8.0,5.0,2.493,2.493,2.16,10.0,594.22,1.19664,10.0
Tl1 Cd1 F3,-2.231835745,18.9984032,3.98,3.05,1.116,15.25,2.0,9.7075,57.0,2.36,15.2,1.36,93.0,53.5,9.0,57.0,2.16,53.5,15.0,16.0,7.0,93.0,4.800000000000001,92.0,3.2,18.9984032,15.0,9.7075,17.0,9.0,433.0,1.0,1331.72,5.0,266.34400000000005,1.0,86.60000000000001,4.0,179.0,460.0,76.0,5.0,85.92,17.0,20.0,5.91,5.0,85.0,425.0,42.0,27.0,8.0,5.0,1.97,1.97,2.16,10.0,594.22,0.9456,10.0
Tl1 Ge1 Br3,-1.026766475,79.904,2.96,2.502,0.5496000000000001,12.509999999999998,4.0,29.48,120.0,1.34,15.6,1.6800000000000002,95.0,265.8,35.0,120.0,1.6800000000000002,265.8,64.0,18.0,17.0,95.0,0.0,125.0,3.6,72.64,64.0,23.005,17.0,32.0,611.0,1.0,2585.8,5.0,517.1600000000001,1.0,122.20000000000002,10.0,161.0,625.0,78.0,5.0,69.84,17.0,50.0,4.754,4.0,88.0,440.0,8.0,27.0,12.0,4.0,1.457,1.457,1.6800000000000002,10.0,1211.4,0.60744,0.0
Tl1 Ge1 Cl3,-1.284064496,35.453,3.16,2.622,0.6456000000000002,13.11,3.0,24.4975,102.0,1.54,15.6,1.6800000000000002,94.0,171.6,17.0,102.0,1.6800000000000002,171.6,64.0,18.0,7.0,94.0,4.800000000000001,114.2,3.6,35.453,64.0,23.005,17.0,17.0,611.0,1.0,2303.2,5.0,460.64,1.0,122.20000000000002,4.0,161.0,571.0,78.0,5.0,69.84,17.0,20.0,7.861999999999999,4.0,87.4,437.0,14.64,27.0,12.0,4.0,2.493,2.493,1.6800000000000002,10.0,1211.4,1.10472,10.0
Tl1 H1 Pd3,-0.274698002,106.42,2.2,2.084,0.1856000000000001,10.420000000000002,5.0,14.41,139.0,0.5800000000000001,8.8,1.6,62.0,1828.05,46.0,31.0,0.32,14.01,225.0,1.0,10.0,92.0,3.2,118.6,0.2,1.00794,194.0,6.615,10.0,1.0,1063.0,0.0,6075.16,0.0,1215.032,0.0,212.6,8.0,31.0,593.0,44.0,1.0,14.879999999999995,13.0,40.0,7.853,1.0,70.8,354.0,35.040000000000006,27.0,5.0,12.0,7.853,7.853,3.12,10.0,1828.05,2.51296,10.0
Tl1 Hg1 Cl3,-1.142198781,35.453,3.16,2.62,0.6480000000000001,13.1,3.0,24.4975,102.0,1.54,15.2,1.36,94.0,171.6,17.0,102.0,2.16,171.6,64.0,16.0,7.0,94.0,4.800000000000001,116.6,3.2,35.453,64.0,24.4975,17.0,17.0,552.0,1.0,1326.12,5.0,265.224,1.0,110.4,4.0,130.0,583.0,76.0,5.0,55.68,17.0,20.0,7.478999999999999,5.0,85.8,429.0,17.52,27.0,8.0,5.0,2.493,2.493,2.16,10.0,577.0,1.19664,10.0
Tl1 Hg1 F3,-1.70163028,18.9984032,3.98,3.112,1.0416,15.56,2.0,9.7075,57.0,2.36,15.2,1.36,93.0,53.5,9.0,57.0,2.16,53.5,15.0,16.0,7.0,93.0,4.800000000000001,89.6,3.2,18.9984032,15.0,9.7075,17.0,9.0,405.0,1.0,971.82,5.0,194.364,1.0,81.0,4.0,179.0,448.0,76.0,5.0,79.2,17.0,20.0,5.91,5.0,85.2,426.0,39.12,27.0,8.0,5.0,1.97,1.97,2.16,10.0,577.0,0.9456,10.0
Tl1 I1 O3,-0.968889335,15.9994,3.44,2.92,0.6239999999999999,14.6,2.0,9.105,66.0,1.82,15.6,1.04,87.0,54.8,8.0,66.0,1.0400000000000005,54.8,12.0,18.0,6.0,96.0,4.800000000000001,96.4,3.6,15.9994,12.0,9.105,16.0,8.0,294.0,2.0,1128.25,4.0,225.65,2.0,58.80000000000001,4.0,182.0,482.0,78.0,5.0,56.16,17.0,20.0,1.062,4.0,86.6,433.0,36.48,27.0,12.0,4.0,1.062,1.062,1.0400000000000005,10.0,577.0,0.33984,10.0
Tl1 N1 O3,-0.987506864,15.9994,3.44,2.9960000000000004,0.5503999999999997,14.98,2.0,9.105,66.0,1.82,15.2,0.96,87.0,54.8,8.0,66.0,0.96,54.8,12.0,16.0,6.0,87.0,3.2,82.80000000000001,3.2,14.0067,12.0,9.105,16.0,7.0,424.0,2.0,804.4499999999999,4.0,160.89,2.0,84.80000000000001,2.0,182.0,414.0,76.0,4.0,87.36000000000001,16.0,10.0,6.437,3.0,83.8,419.0,24.88000000000001,27.0,14.0,3.0,6.437,6.437,0.9600000000000002,10.0,577.0,2.0598400000000003,10.0
Tl1 P1 O3,-2.257728706,15.9994,3.44,2.826,0.7367999999999999,14.13,2.0,9.105,66.0,1.82,15.2,0.96,87.0,54.8,8.0,66.0,0.96,54.8,12.0,16.0,6.0,87.0,3.2,90.0,3.2,15.9994,2.0,9.105,16.0,8.0,232.0,2.0,1058.6999999999998,4.0,211.74,2.0,46.400000000000006,2.0,192.0,450.0,76.0,4.0,59.040000000000006,16.0,10.0,1.625,3.0,84.0,420.0,28.8,27.0,14.0,3.0,1.625,1.625,0.9600000000000002,10.0,577.0,0.52,10.0
Tl1 P1 S3,-0.624713887,32.065,2.58,2.31,0.324,11.55,3.0,25.786875,105.0,0.96,15.2,0.96,88.0,388.36,16.0,105.0,0.96,317.3,70.0,16.0,6.0,88.0,3.2,113.4,3.2,30.973762,2.0,22.5702380952,16.0,15.0,406.0,2.0,2059.38,4.0,411.876,2.0,81.2,2.0,192.0,567.0,76.0,4.0,45.120000000000005,16.0,10.0,8.231,3.0,84.6,423.0,12.640000000000004,27.0,14.0,3.0,2.202,2.202,0.9600000000000002,10.0,577.0,0.66696,10.0
Tl1 Pd1 F3,-1.594088746,18.9984032,3.98,3.152,0.9936,15.76,2.0,9.7075,57.0,2.36,14.8,1.36,93.0,53.5,9.0,57.0,2.16,53.5,15.0,16.0,7.0,93.0,4.800000000000001,91.0,3.2,18.9984032,15.0,9.7075,17.0,9.0,464.0,1.0,2565.55,5.0,513.11,1.0,92.8,4.0,210.0,455.0,74.0,5.0,93.36,17.0,20.0,5.91,5.0,83.4,417.0,40.8,27.0,8.0,7.0,1.97,1.97,2.64,10.0,1828.05,0.9456,10.0
Tl1 Sb1 O3,-1.712667448,15.9994,3.44,2.798,0.7704,13.99,2.0,9.105,66.0,1.82,15.2,0.96,87.0,54.8,8.0,66.0,0.96,54.8,12.0,16.0,6.0,87.0,4.800000000000001,96.4,3.2,15.9994,12.0,9.105,16.0,8.0,396.0,2.0,1645.1799999999998,4.0,329.036,2.0,79.2,4.0,182.0,482.0,76.0,4.0,80.64,16.0,20.0,0.0,3.0,84.4,422.0,36.48,27.0,14.0,3.0,0.0,0.0,0.9600000000000002,10.0,903.78,0.0,10.0
Tl1 Sn1 F3,-2.217452096,18.9984032,3.98,3.104,1.0512,15.52,2.0,9.7075,57.0,2.36,15.6,1.6800000000000002,93.0,53.5,9.0,57.0,1.6800000000000002,53.5,15.0,18.0,7.0,93.0,4.800000000000001,91.0,3.6,18.9984032,15.0,9.7075,17.0,9.0,380.0,1.0,1242.58,5.0,248.516,1.0,76.0,4.0,179.0,455.0,78.0,5.0,73.2,17.0,20.0,5.91,4.0,87.0,435.0,40.8,27.0,12.0,4.0,1.97,1.97,1.6800000000000002,10.0,577.0,0.9456,10.0
Tl1 Sn1 I3,-0.805459634,126.90447,2.66,2.3120000000000003,0.4175999999999999,11.56,5.0,43.015,139.0,1.04,15.6,1.6800000000000002,96.0,386.85,53.0,139.0,1.6800000000000002,386.85,64.0,18.0,17.0,96.0,0.0,140.2,3.6,118.71,64.0,26.91,17.0,50.0,527.0,1.0,2242.63,5.0,448.526,1.0,105.4,10.0,130.0,701.0,78.0,5.0,49.68,17.0,50.0,3.186,4.0,88.8,444.0,1.9199999999999933,27.0,12.0,4.0,1.062,1.062,1.6800000000000002,10.0,577.0,0.50976,0.0
Tl1 Zn1 F3,-2.32946521,18.9984032,3.98,3.042,1.1256,15.21,2.0,9.7075,57.0,2.36,15.2,1.36,93.0,53.5,9.0,57.0,2.16,53.5,15.0,16.0,7.0,93.0,4.800000000000001,87.6,3.2,18.9984032,15.0,9.7075,17.0,9.0,433.0,1.0,1430.1799999999998,5.0,286.036,1.0,86.60000000000001,4.0,179.0,438.0,76.0,5.0,85.92,17.0,20.0,5.91,5.0,84.8,424.0,36.72,27.0,8.0,5.0,1.97,1.97,2.16,10.0,692.68,0.9456,10.0
Tm3 Al1 N1,-1.124935118,168.93421,3.04,1.6800000000000002,0.544,8.4,6.0,29.78,190.0,1.79,7.4,1.92,37.0,1818.0,69.0,71.0,0.96,63.05,194.0,4.0,15.0,82.0,0.0,152.39999999999998,0.8,14.0067,194.0,14.76875,3.0,7.0,1001.0,0.0,6450.52,0.0,1290.1039999999998,1.0,200.2,0.0,31.0,762.0,37.0,3.0,9.919999999999996,15.0,0.0,6.437,3.0,53.2,266.0,45.120000000000005,15.0,8.0,12.0,6.437,6.437,5.279999999999999,0.0,1818.0,2.0598400000000003,0.0
Tm3 In1 N1,-1.224040254,168.93421,3.04,1.7140000000000002,0.5568000000000001,8.57,6.0,29.78,190.0,1.79,7.4,1.92,37.0,1818.0,69.0,71.0,0.96,63.05,194.0,4.0,15.0,82.0,3.2,156.6,0.8,14.0067,139.0,14.76875,3.0,7.0,915.0,0.0,5946.8,0.0,1189.36,1.0,183.0,2.0,55.0,783.0,37.0,3.0,17.6,15.0,10.0,6.437,3.0,53.60000000000001,268.0,40.08,15.0,8.0,12.0,6.437,6.437,5.279999999999999,10.0,1818.0,2.0598400000000003,10.0
Tm3 Pb1 C1,-0.558492606,168.93421,2.55,1.726,0.5711999999999999,8.629999999999999,6.0,29.78,190.0,1.2999999999999998,7.4,1.92,37.0,1818.0,69.0,76.0,0.96,600.61,194.0,4.0,15.0,81.0,3.2,158.39999999999998,0.8,12.0107,194.0,5.64,3.0,6.0,1001.0,0.0,9877.61,0.0,1975.522,1.0,200.2,2.0,31.0,792.0,37.0,2.0,9.919999999999996,14.0,10.0,4.496,2.0,53.8,269.0,37.92,28.0,8.0,11.0,4.496,4.496,5.28,10.0,3823.0,1.43872,10.0
Tm1 B1 Rh3,-0.8222947,102.9055,2.28,2.026,0.3104,10.13,5.0,13.64,142.0,1.0299999999999998,8.6,1.6,59.0,2237.0,45.0,84.0,0.32,1818.0,225.0,1.0,9.0,72.0,3.84,140.0,0.2,10.811,166.0,7.1725,9.0,5.0,1035.0,0.0,10877.0,0.0,2175.4,3.0,207.0,4.8,59.0,700.0,43.0,1.0,21.6,13.0,24.0,1.524,1.0,57.2,286.0,22.4,15.0,5.0,10.0,1.524,1.524,2.24,8.0,2348.0,0.48768,8.0
Tm1 Cr1 O3,-3.247408514,15.9994,3.44,2.646,0.9528,13.23,2.0,9.105,66.0,2.19,11.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.6,105.4,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,4162.4,4.0,832.48,2.0,91.8,1.0,217.0,527.0,57.0,4.0,95.76,16.0,5.0,0.0,4.0,69.4,347.0,47.28,15.0,6.0,13.0,0.0,0.0,5.52,5.0,2180.0,0.0,5.0
