composition,formation_energy (eV/atom),band_gap (eV),sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
Ag1 I1 O3,-0.713068665,2.4375,124.0,422.0,282.77087,1786.1800000000003,76.0,16.0,482.0,14.91,9.0,17.0,20.0,0.0,46.0,1.0,7.0,0.0,0.0,8.0,86.66,1.062,0.0,325.0,24.8,84.4,56.554174,357.236,15.2,3.2,96.4,2.982,1.8,3.4,4.0,0.0,9.2,0.2,1.4,0.0,0.0,1.6,17.332,0.21240000000000003,0.0,65.0,20.160000000000004,7.759999999999996,48.665728800000004,362.9232,1.6800000000000004,1.44,36.480000000000004,0.5495999999999999,0.31999999999999995,1.36,4.800000000000001,0.0,3.84,0.32000000000000006,0.72,0.0,0.0,0.48,10.273200000000001,0.33984000000000003,0.0,64.0,45.0,31.0,110.90507000000001,1180.13,6.0,3.0,79.0,1.51,1.0,5.0,10.0,0.0,11.0,1.0,2.0,0.0,0.0,1.0,33.91,1.062,0.0,213.0,53.0,96.0,126.90447,1234.93,17.0,5.0,145.0,3.44,2.0,5.0,10.0,0.0,17.0,1.0,2.0,0.0,0.0,2.0,43.015,1.062,0.0,225.0,8.0,65.0,15.9994,54.8,11.0,2.0,66.0,1.93,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Ag1 N1 O3,-0.680663545,1.8539,78.0,408.0,169.8731,1462.38,74.0,13.0,414.0,15.29,9.0,15.0,10.0,0.0,34.0,1.0,9.0,0.0,0.0,10.0,58.41375,6.437,0.0,455.0,15.600000000000001,81.6,33.97462,292.476,14.8,2.5999999999999996,82.80000000000001,3.0580000000000003,1.8,3.0,2.0,0.0,6.8,0.2,1.8,0.0,0.0,2.0,11.68275,1.2874,0.0,91.00000000000001,12.56,6.640000000000003,29.557432,376.9816,1.5199999999999996,0.9599999999999999,24.88000000000001,0.4583999999999999,0.31999999999999995,1.2000000000000002,3.2,0.0,1.6800000000000002,0.32000000000000006,0.7200000000000001,0.0,0.0,0.4,3.0932999999999993,2.0598400000000003,0.0,94.80000000000001,40.0,22.0,93.8615,1180.13,5.0,3.0,79.0,1.51,1.0,4.0,10.0,0.0,6.0,1.0,3.0,0.0,0.0,2.0,7.224999999999998,6.437,0.0,213.0,47.0,87.0,107.8682,1234.93,16.0,5.0,145.0,3.44,2.0,4.0,10.0,0.0,11.0,1.0,3.0,0.0,0.0,3.0,16.33,6.437,0.0,225.0,7.0,65.0,14.0067,54.8,11.0,2.0,66.0,1.93,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Ag1 P1 O3,-1.958048158,2.0232,86.0,409.0,186.840162,1716.63,74.0,14.0,450.0,14.440000000000001,9.0,15.0,10.0,0.0,34.0,1.0,9.0,0.0,0.0,10.0,66.2152380952,1.625,0.0,263.0,17.2,81.8,37.368032400000004,343.326,14.8,2.8,90.0,2.888,1.8,3.0,2.0,0.0,6.8,0.2,1.8,0.0,0.0,2.0,13.24304761904,0.325,0.0,52.599999999999994,11.92,6.7200000000000015,28.20006704,356.64160000000004,1.5199999999999996,0.96,28.799999999999997,0.6624,0.31999999999999995,1.2000000000000002,3.2,0.0,1.6800000000000002,0.32000000000000006,0.7200000000000001,0.0,0.0,0.4,4.965657142847999,0.52,0.0,68.96,39.0,22.0,91.86880000000001,1180.13,5.0,3.0,79.0,1.51,1.0,4.0,10.0,0.0,6.0,1.0,3.0,0.0,0.0,2.0,13.4652380952,1.625,0.0,223.0,47.0,87.0,107.8682,1234.93,16.0,5.0,145.0,3.44,2.0,4.0,10.0,0.0,11.0,1.0,3.0,0.0,0.0,3.0,22.5702380952,1.625,0.0,225.0,8.0,65.0,15.9994,54.8,11.0,2.0,66.0,1.93,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,2.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Ag1 Sb1 O3,-1.44447467,0.0946,122.0,411.0,277.6264,2303.11,74.0,16.0,482.0,14.3,9.0,15.0,20.0,0.0,44.0,1.0,9.0,0.0,0.0,10.0,75.205,0.0,0.0,427.0,24.400000000000002,82.19999999999999,55.52528,460.622,14.8,3.2,96.4,2.8600000000000003,1.8,3.0,4.0,0.0,8.8,0.2,1.8,0.0,0.0,2.0,15.041,0.0,0.0,85.4,19.68,6.880000000000006,47.431056,486.9864,1.5199999999999996,1.44,36.480000000000004,0.696,0.31999999999999995,1.2000000000000002,4.800000000000001,0.0,3.3600000000000003,0.32000000000000006,0.7200000000000001,0.0,0.0,0.4,7.123199999999999,0.0,0.0,88.08000000000001,43.0,22.0,105.76060000000001,1180.13,5.0,3.0,79.0,1.51,1.0,4.0,10.0,0.0,9.0,1.0,3.0,0.0,0.0,2.0,22.455,0.0,0.0,213.0,51.0,87.0,121.76,1234.93,16.0,5.0,145.0,3.44,2.0,4.0,10.0,0.0,15.0,1.0,3.0,0.0,0.0,3.0,31.56,0.0,0.0,225.0,8.0,65.0,15.9994,54.8,11.0,2.0,66.0,1.93,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Ag1 Te1 O3,-1.146425267,1.5732,123.0,416.0,283.4664,2121.9900000000002,75.0,16.0,481.0,14.350000000000001,9.0,16.0,20.0,0.0,45.0,1.0,8.0,0.0,0.0,9.0,78.40833333329999,0.464,0.0,413.0,24.6,83.19999999999999,56.69328,424.398,15.0,3.2,96.2,2.87,1.8,3.2,4.0,0.0,9.0,0.2,1.6,0.0,0.0,1.8,15.68166666666,0.09280000000000001,0.0,82.60000000000001,19.92,7.2800000000000065,48.832656,443.5176,1.6,1.44,36.239999999999995,0.6839999999999999,0.31999999999999995,1.2799999999999998,4.800000000000001,0.0,3.6,0.32000000000000006,0.6399999999999999,0.0,0.0,0.31999999999999995,7.891999999991999,0.14848000000000003,0.0,84.72,44.0,25.0,111.6006,1180.13,5.0,3.0,79.0,1.51,1.0,4.0,10.0,0.0,10.0,1.0,2.0,0.0,0.0,1.0,25.658333333299996,0.464,0.0,213.0,52.0,90.0,127.6,1234.93,16.0,5.0,145.0,3.44,2.0,4.0,10.0,0.0,16.0,1.0,2.0,0.0,0.0,2.0,34.7633333333,0.464,0.0,225.0,8.0,65.0,15.9994,54.8,11.0,2.0,66.0,1.93,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Al3 B1 C1,-0.098011379,0.453,50.0,368.0,103.76631580000002,8971.41,66.0,13.0,523.0,9.42,10.0,6.0,0.0,0.0,16.0,0.0,24.0,0.0,0.0,24.0,62.2525,6.0200000000000005,0.0,1035.0,10.0,73.6,20.753263159999996,1794.2820000000002,13.200000000000001,2.5999999999999996,104.6,1.8840000000000001,2.0,1.2000000000000002,0.0,0.0,3.2,0.0,4.8,0.0,0.0,4.8,12.4505,1.2040000000000002,0.0,207.0,3.5999999999999996,1.3599999999999968,7.473930528,1032.9744,0.3200000000000007,0.4800000000000001,19.68,0.3288,0.0,0.3200000000000001,0.0,0.0,0.3200000000000001,0.0,0.3200000000000001,0.0,0.0,0.3200000000000001,4.8354,1.4448,0.0,21.6,8.0,5.0,16.1705386,2889.5299999999997,1.0,1.0,45.0,0.9399999999999997,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.84,4.496,0.0,59.0,13.0,77.0,26.9815386,3823.0,14.0,3.0,121.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,5.0,16.48,4.496,0.0,225.0,5.0,72.0,10.811,933.47,13.0,2.0,76.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,5.64,0.0,0.0,166.0,13.0,73.0,26.9815386,933.47,13.0,3.0,121.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,16.48,0.0,0.0,225.0
Al1 Fe3 C1,-0.160212901,0.0,97.0,315.0,206.52723859999998,10189.470000000001,51.0,17.0,593.0,9.65,10.0,3.0,18.0,0.0,31.0,0.0,9.0,12.0,0.0,21.0,54.31,4.496,6.3319884,1106.0,19.4,63.0,41.305447720000004,2037.8939999999998,10.200000000000001,3.4,118.60000000000001,1.9300000000000002,2.0,0.6000000000000001,3.5999999999999996,0.0,6.2,0.0,1.8,2.4,0.0,4.2,10.862,0.8992000000000001,1.26639768,221.20000000000002,7.92,9.6,17.447462736,714.0423999999998,2.64,0.72,17.039999999999992,0.248,0.0,0.72,2.88,0.0,2.16,0.0,2.16,1.92,0.0,0.3200000000000001,2.2472000000000003,1.43872,1.0131181439999999,10.879999999999992,20.0,22.0,43.8343,2889.5299999999997,6.0,2.0,56.0,0.9399999999999997,0.0,2.0,6.0,0.0,5.0,0.0,5.0,4.0,0.0,1.0,10.84,4.496,2.1106628,35.0,26.0,77.0,55.845,3823.0,14.0,4.0,132.0,2.55,2.0,2.0,6.0,0.0,8.0,0.0,5.0,4.0,0.0,5.0,16.48,4.496,2.1106628,229.0,6.0,55.0,12.0107,933.47,8.0,2.0,76.0,1.61,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,194.0,26.0,55.0,55.845,1811.0,8.0,4.0,132.0,1.83,2.0,0.0,6.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,10.73,0.0,2.1106628,229.0
Al1 Fe3 H1,-0.205004722,0.0,92.0,330.0,195.52447859999998,6380.4800000000005,38.0,16.0,548.0,9.3,9.0,1.0,18.0,0.0,28.0,1.0,5.0,12.0,0.0,18.0,55.285000000000004,7.853,6.3319884,1106.0,18.4,66.0,39.10489572,1276.0959999999998,7.6000000000000005,3.2,109.60000000000001,1.8600000000000003,1.8,0.2,3.5999999999999996,0.0,5.6000000000000005,0.2,1.0,2.4,0.0,3.6,11.057,1.5706,1.26639768,221.20000000000002,9.120000000000001,13.2,20.088125136,641.8848,2.6399999999999997,0.96,31.439999999999994,0.13600000000000018,0.32,0.32000000000000006,2.88,0.0,2.88,0.32000000000000006,1.5999999999999999,1.92,0.0,1.04,2.1692,2.51296,1.0131181439999999,10.879999999999992,25.0,37.0,54.83706,1796.99,12.0,3.0,101.0,0.5900000000000001,1.0,1.0,6.0,0.0,7.0,1.0,5.0,4.0,0.0,4.0,9.865,7.853,2.1106628,35.0,26.0,92.0,55.845,1811.0,13.0,4.0,132.0,2.2,2.0,1.0,6.0,0.0,8.0,1.0,5.0,4.0,0.0,5.0,16.48,7.853,2.1106628,229.0,1.0,55.0,1.00794,14.01,1.0,1.0,31.0,1.61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.615,0.0,0.0,194.0,26.0,55.0,55.845,1811.0,8.0,4.0,132.0,1.83,2.0,0.0,6.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,10.73,0.0,2.1106628,229.0
Al1 In1 S3,-1.001912953,2.0813,110.0,412.0,237.9945386,2528.3,74.0,17.0,578.0,11.13,10.0,14.0,10.0,0.0,34.0,0.0,16.0,0.0,0.0,16.0,118.10062500000001,6.606,0.0,574.0,22.0,82.4,47.59890772,505.65999999999997,14.8,3.4,115.60000000000001,2.226,2.0,2.8,2.0,0.0,6.8,0.0,3.2,0.0,0.0,3.2,23.620124999999998,1.3212,0.0,114.8,10.8,6.719999999999999,26.887636912,171.12399999999997,1.44,0.6399999999999999,12.720000000000002,0.42480000000000007,0.0,1.44,3.2,0.0,2.48,0.0,1.44,0.0,0.0,1.44,2.8560500000000006,1.05696,0.0,53.760000000000005,36.0,15.0,87.83646139999999,545.11,3.0,2.0,37.0,0.97,0.0,3.0,10.0,0.0,10.0,0.0,3.0,0.0,0.0,3.0,9.306874999999998,2.202,0.0,155.0,49.0,88.0,114.818,933.47,16.0,5.0,142.0,2.58,2.0,4.0,10.0,0.0,13.0,0.0,5.0,0.0,0.0,5.0,25.786875,2.202,0.0,225.0,13.0,73.0,26.9815386,388.36,13.0,3.0,105.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,16.48,0.0,0.0,70.0,16.0,88.0,32.065,388.36,16.0,3.0,105.0,2.58,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,25.786875,2.202,0.0,70.0
Al1 In1 Se3,-0.863921058,1.6333,164.0,415.0,378.6795386,2845.2200000000003,74.0,20.0,623.0,11.04,10.0,14.0,40.0,0.0,64.0,0.0,16.0,0.0,0.0,16.0,118.5,2.3970000000000002,0.0,406.0,32.8,83.0,75.73590772,569.044,14.8,4.0,124.60000000000001,2.208,2.0,2.8,8.0,0.0,12.8,0.0,3.2,0.0,0.0,3.2,23.7,0.4794,0.0,81.2,7.920000000000002,7.199999999999999,19.501747647999995,145.7704,1.44,0.4,6.960000000000005,0.4103999999999998,0.0,1.44,3.2,0.0,3.9199999999999995,0.0,1.44,0.0,0.0,1.44,2.8880000000000017,0.38352,0.0,80.64000000000001,36.0,16.0,87.83646139999999,503.72,3.0,2.0,22.0,0.9399999999999997,0.0,3.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,9.440000000000001,0.799,0.0,211.0,49.0,89.0,114.818,933.47,16.0,5.0,142.0,2.55,2.0,4.0,10.0,0.0,16.0,0.0,5.0,0.0,0.0,5.0,25.92,0.799,0.0,225.0,13.0,73.0,26.9815386,429.75,13.0,3.0,120.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,16.48,0.0,0.0,14.0,34.0,89.0,78.96,494.0,16.0,4.0,120.0,2.55,2.0,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,25.92,0.799,0.0,14.0
Al1 Si1 Te3,-0.332382316,1.2504,183.0,421.0,437.86703859999994,4788.450000000001,75.0,21.0,646.0,9.81,10.0,15.0,30.0,0.0,55.0,0.0,15.0,0.0,0.0,15.0,141.2099999999,2.165,0.0,908.0,36.6,84.2,87.57340771999999,957.69,15.0,4.2,129.2,1.9620000000000002,2.0,3.0,6.0,0.0,11.0,0.0,3.0,0.0,0.0,3.0,28.24199999998,0.433,0.0,181.60000000000002,18.48,6.959999999999999,48.031910736,291.72400000000005,1.2000000000000002,0.96,10.560000000000002,0.16560000000000002,0.0,1.2000000000000002,4.800000000000001,0.0,6.0,0.0,1.2000000000000002,0.0,0.0,1.2000000000000002,7.825599999983998,0.17320000000000002,0.0,35.52,39.0,17.0,100.6184614,964.34,3.0,2.0,27.0,0.49,0.0,3.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,18.283333333299996,0.773,0.0,75.0,52.0,90.0,127.6,1687.0,16.0,5.0,138.0,2.1,2.0,4.0,10.0,0.0,16.0,0.0,5.0,0.0,0.0,5.0,34.7633333333,0.773,0.0,227.0,13.0,73.0,26.9815386,722.66,13.0,3.0,111.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,16.48,0.0,0.0,152.0,52.0,90.0,127.6,722.66,16.0,5.0,138.0,2.1,2.0,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,34.7633333333,0.464,0.0,152.0
As1 Cl3 O1,-1.156074951,2.5284,92.0,453.0,197.28,1659.6,82.0,15.0,491.0,15.1,10.0,22.0,10.0,0.0,42.0,0.0,8.0,0.0,0.0,8.0,104.7725,7.478999999999999,0.0,370.0,18.400000000000002,90.60000000000001,39.456,331.91999999999996,16.4,2.9999999999999996,98.2,3.02,2.0,4.4,2.0,0.0,8.4,0.0,1.6,0.0,0.0,1.6,20.9545,1.4957999999999998,0.0,74.0,5.840000000000002,4.079999999999998,14.186239999999998,303.23199999999997,0.7200000000000003,0.4000000000000003,12.879999999999999,0.3360000000000001,0.0,0.72,3.1999999999999997,0.0,2.64,0.0,0.72,0.0,0.0,0.72,4.7398,1.19664,0.0,36.800000000000004,25.0,10.0,58.9222,1035.2,2.0,2.0,53.0,1.2599999999999998,0.0,2.0,10.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,15.392499999999998,2.493,0.0,154.0,33.0,94.0,74.9216,1090.0,17.0,4.0,119.0,3.44,2.0,5.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,24.4975,2.493,0.0,166.0,8.0,84.0,15.9994,54.8,15.0,2.0,66.0,2.18,2.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Ba3 Bi1 N1,-0.848847363,0.6466,258.0,195.0,634.9681,3607.4500000000003,36.0,26.0,864.0,7.7299999999999995,10.0,6.0,10.0,14.0,40.0,0.0,6.0,0.0,0.0,6.0,238.48875000000004,6.437,0.0,893.0,51.6,39.0,126.99361999999999,721.49,7.2,5.2,172.79999999999998,1.5460000000000003,2.0,1.2000000000000002,2.0,2.8000000000000003,8.0,0.0,1.2000000000000002,0.0,0.0,1.2000000000000002,47.697750000000006,1.2874,0.0,178.60000000000002,17.84,36.0,45.19476800000001,334.212,6.24,1.28,50.64000000000001,0.7872,0.0,1.44,3.1999999999999997,4.48,8.4,0.0,1.44,0.0,0.0,1.44,19.0707,2.0598400000000003,0.0,66.63999999999999,76.0,77.0,194.9737,936.95,13.0,4.0,144.0,2.15,0.0,3.0,10.0,14.0,27.0,0.0,3.0,0.0,0.0,3.0,48.821250000000006,6.437,0.0,217.0,83.0,86.0,208.9804,1000.0,15.0,6.0,215.0,3.04,2.0,3.0,10.0,14.0,29.0,0.0,3.0,0.0,0.0,3.0,63.59,6.437,0.0,229.0,7.0,9.0,14.0067,63.05,2.0,2.0,71.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.76875,0.0,0.0,12.0,56.0,9.0,137.327,1000.0,2.0,6.0,215.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,63.59,0.0,0.0,229.0
Ba3 Ge1 O1,-1.439800086,0.153,208.0,193.0,500.62039999999996,4266.2,36.0,24.0,831.0,8.12,10.0,6.0,10.0,0.0,26.0,0.0,6.0,0.0,0.0,6.0,222.88,0.383,0.0,924.0,41.6,38.6,100.12407999999999,853.24,7.2,4.8,166.2,1.624,2.0,1.2000000000000002,2.0,0.0,5.2,0.0,1.2000000000000002,0.0,0.0,1.2000000000000002,44.576,0.0766,0.0,184.8,17.28,35.52,44.64350400000001,319.37600000000003,6.24,1.44,58.56,0.8808,0.0,1.44,3.1999999999999997,0.0,3.8400000000000003,0.0,1.44,0.0,0.0,1.44,22.816800000000004,0.12256,0.0,69.11999999999999,48.0,78.0,121.3276,1156.6000000000001,14.0,4.0,149.0,2.55,0.0,4.0,10.0,0.0,12.0,0.0,4.0,0.0,0.0,4.0,54.485,0.383,0.0,217.0,56.0,87.0,137.327,1211.4,16.0,6.0,215.0,3.44,2.0,4.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,63.59,0.383,0.0,229.0,8.0,9.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,56.0,9.0,137.327,1000.0,2.0,6.0,215.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,63.59,0.0,0.0,229.0
Ba3 Na1 N1,-0.331969978,0.0,186.0,111.0,448.97746928000004,3433.92,22.0,23.0,882.0,6.640000000000001,9.0,3.0,0.0,0.0,12.0,1.0,3.0,0.0,0.0,4.0,234.78208333330002,6.437,0.0,1110.0,37.2,22.200000000000003,89.795493856,686.784,4.4,4.6,176.39999999999998,1.3280000000000003,1.7999999999999998,0.6000000000000001,0.0,0.0,2.4,0.2,0.6000000000000001,0.0,0.0,0.8,46.956416666660004,1.2874,0.0,222.00000000000003,22.560000000000002,23.92,57.0378073728,375.8592,4.24,1.6800000000000002,46.32000000000001,0.6848000000000002,0.3200000000000001,0.9600000000000001,0.0,0.0,1.04,0.32000000000000006,0.9600000000000001,0.0,0.0,0.9600000000000001,19.960300000008,2.0598400000000003,0.0,11.199999999999982,49.0,80.0,123.3203,936.95,14.0,4.0,144.0,2.15,1.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,48.821250000000006,6.437,0.0,35.0,56.0,82.0,137.327,1000.0,15.0,6.0,215.0,3.04,2.0,3.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,3.0,63.59,6.437,0.0,229.0,7.0,2.0,14.0067,63.05,1.0,2.0,71.0,0.89,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.76875,0.0,0.0,194.0,56.0,9.0,137.327,1000.0,2.0,6.0,215.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,63.59,0.0,0.0,229.0
Ba3 Pb1 O1,-1.492387527,0.0,258.0,195.0,635.1804000000001,3655.4100000000003,36.0,26.0,857.0,8.44,10.0,6.0,10.0,14.0,40.0,0.0,6.0,0.0,0.0,6.0,227.98499999999999,0.0,0.0,924.0,51.6,39.0,127.03608,731.0820000000001,7.2,5.2,171.39999999999998,1.6880000000000002,2.0,1.2000000000000002,2.0,2.8000000000000003,8.0,0.0,1.2000000000000002,0.0,0.0,1.2000000000000002,45.597,0.0,0.0,184.8,17.439999999999998,36.0,44.414671999999996,322.7016,6.24,1.28,52.32000000000001,0.9576,0.0,1.44,3.1999999999999997,4.48,8.0,0.0,1.44,0.0,0.0,1.44,21.591600000000003,0.0,0.0,69.11999999999999,74.0,78.0,191.20059999999998,945.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1000.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,9.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,56.0,9.0,137.327,1000.0,2.0,6.0,215.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,63.59,0.0,0.0,229.0
Ba3 Sb1 N1,-0.925612946,0.4555,226.0,194.0,547.7477,3966.83,36.0,25.0,855.0,7.76,10.0,6.0,10.0,0.0,26.0,0.0,6.0,0.0,0.0,6.0,237.09875000000002,6.437,0.0,1047.0,45.2,38.8,109.54954,793.366,7.2,5.0,171.0,1.552,2.0,1.2000000000000002,2.0,0.0,5.2,0.0,1.2000000000000002,0.0,0.0,1.2000000000000002,47.41975,1.2874,0.0,209.40000000000003,15.279999999999998,35.76,38.21713600000001,292.1264,6.24,1.2000000000000002,52.8,0.7944,0.0,1.44,3.1999999999999997,0.0,3.92,0.0,1.44,0.0,0.0,1.44,19.404300000000003,2.0598400000000003,0.0,23.51999999999999,49.0,76.0,123.3203,936.95,13.0,4.0,144.0,2.15,0.0,3.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,3.0,48.821250000000006,6.437,0.0,63.0,56.0,85.0,137.327,1000.0,15.0,6.0,215.0,3.04,2.0,3.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,63.59,6.437,0.0,229.0,7.0,9.0,14.0067,63.05,2.0,2.0,71.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.76875,0.0,0.0,166.0,56.0,9.0,137.327,1000.0,2.0,6.0,215.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,63.59,0.0,0.0,229.0
