composition,band_gap (eV),sum_MeltingT,mode_NpUnfilled,sum_NpValence,avg_Electronegativity,max_Electronegativity,mode_NUnfilled,max_NpValence,mode_NpValence,min_MeltingT,avg_NpValence,mode_Column,max_Column,mode_Electronegativity,avg_MeltingT,dev_NpValence,mode_GSvolume_pa,mode_NValence,min_GSvolume_pa,range_Column,sum_Column,mode_MendeleevNumber,max_MendeleevNumber,sum_Electronegativity,mode_MeltingT,range_SpaceGroupNumber,mode_Number,mode_AtomicWeight,dev_SpaceGroupNumber,dev_Column,sum_MendeleevNumber,avg_Column,avg_MendeleevNumber,range_MendeleevNumber,dev_NdValence,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled
Ba1 Bi1 Se3,0.9944,3026.4,2.0,15.0,2.112,2.55,2.0,4.0,4.0,494.0,3.0,16.0,16.0,2.55,605.28,1.2000000000000002,25.92,16.0,25.92,14.0,65.0,89.0,89.0,10.56,494.0,217.0,34.0,78.96,68.96000000000001,4.4,362.0,13.0,72.4,80.0,3.2,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001
Ba1 C1 O3,4.3974,4987.4,2.0,14.0,2.752,3.44,2.0,4.0,4.0,54.8,2.8,16.0,16.0,3.44,997.48,1.44,9.105,6.0,5.64,14.0,64.0,87.0,87.0,13.76,54.8,217.0,8.0,15.9994,95.76,4.319999999999999,347.0,12.8,69.39999999999999,78.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ba1 Ce1 O3,2.2207,2235.4,2.0,12.0,2.466,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,447.08,1.92,9.105,6.0,9.105,14.0,53.0,87.0,87.0,12.33,54.8,217.0,8.0,15.9994,95.76,6.48,285.0,10.6,56.99999999999999,78.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Co1 O3,0.0,2932.4,2.0,12.0,2.6180000000000003,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,586.48,1.92,9.105,6.0,9.105,14.0,59.0,87.0,87.0,13.09,54.8,217.0,8.0,15.9994,95.76,5.04,328.0,11.8,65.6,78.0,2.24,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Fe1 O3,0.0,2975.4,2.0,12.0,2.608,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,595.08,1.92,9.105,6.0,9.105,14.0,58.0,87.0,87.0,13.04,54.8,217.0,8.0,15.9994,104.16,5.279999999999999,325.0,11.6,65.0,78.0,1.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Ge3 Ir1,0.0,7373.200000000001,4.0,6.0,1.824,2.2,4.0,2.0,2.0,1000.0,1.2,14.0,14.0,2.01,1474.64,0.96,23.005,14.0,14.21,12.0,53.0,79.0,79.0,9.12,1211.4,4.0,32.0,72.64,1.280000000000007,4.08,306.0,10.6,61.2,70.0,3.12,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Ge3 Pd1,0.0,6462.250000000001,4.0,6.0,1.824,2.2,4.0,2.0,2.0,1000.0,1.2,14.0,14.0,2.01,1292.45,0.96,23.005,14.0,14.41,12.0,54.0,79.0,79.0,9.12,1211.4,4.0,32.0,72.64,1.280000000000007,3.84,308.0,10.8,61.6,70.0,3.2,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Ge3 Pt1,0.0,6675.6,4.0,6.0,1.84,2.28,4.0,2.0,2.0,1000.0,1.2,14.0,14.0,2.01,1335.12,0.96,23.005,14.0,15.02,12.0,54.0,79.0,79.0,9.2,1211.4,4.0,32.0,72.64,1.280000000000007,3.84,309.0,10.8,61.8,70.0,3.12,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Ge3 Rh1,0.0,6871.200000000001,4.0,6.0,1.84,2.28,4.0,2.0,2.0,1000.0,1.2,14.0,14.0,2.01,1374.24,0.96,23.005,14.0,13.64,12.0,53.0,79.0,79.0,9.2,1211.4,4.0,32.0,72.64,1.280000000000007,4.08,305.0,10.6,61.0,70.0,3.04,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Ge1 Au3,0.0,6223.389999999999,0.0,2.0,2.104,2.54,1.0,2.0,0.0,1000.0,0.4,11.0,14.0,2.54,1244.678,0.6400000000000001,16.7,25.0,16.7,12.0,49.0,66.0,79.0,10.52,1337.33,4.0,79.0,196.966569,1.280000000000007,3.12,286.0,9.8,57.2,70.0,3.2,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002
Ba1 Ge1 O3,3.5519,2375.8,2.0,14.0,2.644,3.44,2.0,4.0,4.0,54.8,2.8,16.0,16.0,3.44,475.16,1.44,9.105,6.0,9.105,14.0,64.0,87.0,87.0,13.22,54.8,217.0,8.0,15.9994,103.20000000000002,4.319999999999999,349.0,12.8,69.8,78.0,3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ba1 Ge1 S3,2.4497,3376.48,2.0,14.0,2.128,2.58,2.0,4.0,4.0,388.36,2.8,16.0,16.0,2.58,675.296,1.44,25.786875,6.0,23.005,14.0,64.0,88.0,88.0,10.64,388.36,159.0,16.0,32.065,75.36,4.319999999999999,352.0,12.8,70.4,79.0,3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ba1 Hf1 O3,3.5394,3670.4,2.0,12.0,2.502,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,734.08,1.92,9.105,6.0,9.105,14.0,54.0,87.0,87.0,12.51,54.8,217.0,8.0,15.9994,95.76,6.24,315.0,10.8,63.0,78.0,0.6400000000000001,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Hf1 S3,1.2524,4671.08,2.0,12.0,1.986,2.58,2.0,4.0,4.0,388.36,2.4,16.0,16.0,2.58,934.216,1.92,25.786875,6.0,22.2,14.0,54.0,88.0,88.0,9.93,388.36,159.0,16.0,32.065,67.92,6.24,318.0,10.8,63.6,79.0,0.6400000000000001,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Li1 H3,2.2146,1495.72,0.0,0.0,1.694,2.2,1.0,0.0,0.0,14.01,0.0,1.0,2.0,2.2,299.144,0.0,6.615,1.0,6.615,1.0,6.0,92.0,92.0,8.47,14.01,35.0,1.0,1.00794,16.8,0.3200000000000001,286.0,1.2000000000000002,57.2,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba1 Mg1 In3,0.0,3212.25,5.0,3.0,1.508,1.78,5.0,1.0,1.0,429.75,0.6,13.0,13.0,1.78,642.45,0.48,24.26,13.0,22.89,11.0,43.0,75.0,75.0,7.54,429.75,90.0,49.0,114.818,34.8,5.28,302.0,8.6,60.400000000000006,66.0,4.800000000000001,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004
Ba1 Mn1 O3,0.8953,2683.4,2.0,12.0,2.552,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,536.6800000000001,1.92,9.105,6.0,9.105,14.0,57.0,87.0,87.0,12.76,54.8,217.0,8.0,15.9994,101.28,5.52,322.0,11.4,64.39999999999999,78.0,1.6,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Mo1 O3,0.0,4060.4,2.0,12.0,2.6740000000000004,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,812.08,1.92,9.105,6.0,9.105,14.0,56.0,87.0,87.0,13.37,54.8,217.0,8.0,15.9994,104.16,5.76,320.0,11.2,64.0,78.0,1.6,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Nb1 O3,0.0,3914.4,2.0,12.0,2.5620000000000003,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,782.88,1.92,9.105,6.0,9.105,14.0,55.0,87.0,87.0,12.81,54.8,217.0,8.0,15.9994,104.16,6.0,317.0,11.0,63.4,78.0,1.2800000000000002,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Ni1 O3,1.4692,2892.4,2.0,12.0,2.624,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,578.48,1.92,9.105,6.0,9.105,14.0,60.0,87.0,87.0,13.12,54.8,217.0,8.0,15.9994,103.20000000000002,4.8,331.0,12.0,66.2,78.0,2.5600000000000005,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Ni1 Sn3,0.0,4243.24,4.0,6.0,1.736,1.96,4.0,2.0,2.0,505.08,1.2,14.0,14.0,1.96,848.648,0.96,33.285,14.0,10.32,12.0,54.0,80.0,80.0,8.68,505.08,88.0,50.0,118.71,41.28,3.84,310.0,10.8,62.0,71.0,3.04,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Np1 O3,0.0,2081.4,2.0,12.0,2.514,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,416.28,1.92,9.105,6.0,9.105,14.0,53.0,87.0,87.0,12.57,54.8,217.0,8.0,15.9994,65.44,6.48,292.0,10.6,58.4,78.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 P1 S3,3.1164,2482.38,2.0,15.0,2.164,2.58,2.0,4.0,4.0,317.3,3.0,16.0,16.0,2.58,496.476,1.2000000000000002,25.786875,6.0,22.5702380952,14.0,65.0,88.0,88.0,10.82,388.36,227.0,16.0,32.065,56.32000000000001,4.4,356.0,13.0,71.2,79.0,0.0,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001
Ba1 P1 Se3,2.1651,2799.3,2.0,15.0,2.146,2.55,2.0,4.0,4.0,317.3,3.0,16.0,16.0,2.55,559.86,1.2000000000000002,25.92,16.0,22.5702380952,14.0,65.0,89.0,89.0,10.73,494.0,227.0,34.0,78.96,69.76,4.4,359.0,13.0,71.8,80.0,4.800000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001
Ba1 Pa1 O3,0.0,3009.4,2.0,12.0,2.5420000000000003,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,601.88,1.92,9.105,6.0,9.105,14.0,53.0,87.0,87.0,12.71,54.8,217.0,8.0,15.9994,82.56,6.48,288.0,10.6,57.6,78.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Pb1 O3,0.1993,1765.0100000000002,2.0,14.0,2.708,3.44,2.0,4.0,4.0,54.8,2.8,16.0,16.0,3.44,353.002,1.44,9.105,6.0,9.105,14.0,64.0,87.0,87.0,13.54,54.8,217.0,8.0,15.9994,103.20000000000002,4.319999999999999,351.0,12.8,70.19999999999999,78.0,3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ba1 Pu1 O3,0.0,2077.4,2.0,12.0,2.498,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,415.48,1.92,9.105,6.0,9.105,14.0,53.0,87.0,87.0,12.49,54.8,218.0,8.0,15.9994,69.52000000000001,6.48,294.0,10.6,58.8,78.0,0.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Re1 N3,1.7855,4648.15,3.0,9.0,2.382,3.04,3.0,3.0,3.0,63.05,1.7999999999999998,15.0,15.0,3.04,929.63,1.44,14.76875,5.0,14.655,13.0,54.0,82.0,82.0,11.91,63.05,35.0,7.0,14.0067,11.2,5.04,309.0,10.8,61.8,73.0,1.6,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
Ba1 Ru1 O3,0.0,3771.4,2.0,12.0,2.6820000000000004,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,754.28,1.92,9.105,6.0,9.105,14.0,58.0,87.0,87.0,13.41,54.8,217.0,8.0,15.9994,95.76,5.279999999999999,326.0,11.6,65.2,78.0,2.24,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Sb1 Te3,0.6207,4071.76,2.0,15.0,1.848,2.1,2.0,4.0,4.0,722.66,3.0,16.0,16.0,2.1,814.3519999999999,1.2000000000000002,34.7633333333,16.0,31.56,14.0,65.0,90.0,90.0,9.24,722.66,77.0,52.0,127.6,23.52,4.4,364.0,13.0,72.8,81.0,3.2,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001
Ba1 Se1 O3,3.8866,1658.4,2.0,16.0,2.752,3.44,2.0,4.0,4.0,54.8,3.2,16.0,16.0,3.44,331.68,1.2799999999999998,9.105,6.0,9.105,14.0,66.0,87.0,89.0,13.76,54.8,217.0,8.0,15.9994,69.28,4.48,359.0,13.2,71.8,80.0,3.2,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999
Ba1 Si3 Pd1,0.0,7889.05,4.0,6.0,1.758,2.2,4.0,2.0,2.0,1000.0,1.2,14.0,14.0,1.9,1577.81,0.96,20.44,4.0,14.41,12.0,54.0,78.0,78.0,8.79,1687.0,4.0,14.0,28.0855,0.8,3.84,305.0,10.8,60.99999999999999,69.0,3.2,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Si1 O3,4.6708,2851.4,2.0,14.0,2.622,3.44,2.0,4.0,4.0,54.8,2.8,16.0,16.0,3.44,570.2800000000001,1.44,9.105,6.0,9.105,14.0,64.0,87.0,87.0,13.11,54.8,217.0,8.0,15.9994,103.68,4.319999999999999,348.0,12.8,69.6,78.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ba1 Sn3 Au1,0.0,3852.57,4.0,6.0,1.862,2.54,4.0,2.0,2.0,505.08,1.2,14.0,14.0,1.96,770.514,0.96,33.285,14.0,16.7,12.0,55.0,80.0,80.0,9.31,505.08,88.0,50.0,118.71,41.28,3.6,315.0,11.0,63.0,71.0,3.2,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Sn3 Pd1,0.0,4343.29,4.0,6.0,1.794,2.2,4.0,2.0,2.0,505.08,1.2,14.0,14.0,1.96,868.658,0.96,33.285,14.0,14.41,12.0,54.0,80.0,80.0,8.969999999999999,505.08,88.0,50.0,118.71,41.28,3.84,311.0,10.8,62.2,71.0,3.2,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Sn3 Pt1,0.0,4556.639999999999,4.0,6.0,1.81,2.28,4.0,2.0,2.0,505.08,1.2,14.0,14.0,1.96,911.328,0.96,33.285,14.0,15.02,12.0,54.0,80.0,80.0,9.05,505.08,88.0,50.0,118.71,41.28,3.84,312.0,10.8,62.4,71.0,3.12,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Ba1 Sn1 O3,0.3724,1669.48,2.0,14.0,2.6340000000000003,3.44,2.0,4.0,4.0,54.8,2.8,16.0,16.0,3.44,333.896,1.44,9.105,6.0,9.105,14.0,64.0,87.0,87.0,13.17,54.8,217.0,8.0,15.9994,83.04,4.319999999999999,350.0,12.8,70.0,78.0,3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ba1 Sr1 Bi3,0.0,3683.2,3.0,9.0,1.58,2.02,3.0,3.0,3.0,544.4,1.7999999999999998,15.0,15.0,2.02,736.64,1.44,32.95,29.0,32.95,13.0,49.0,86.0,86.0,7.9,544.4,217.0,83.0,208.9804,103.20000000000002,6.24,275.0,9.8,55.0,78.0,4.800000000000001,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
Ba1 Ta1 S3,0.0,5455.08,2.0,12.0,2.026,2.58,2.0,4.0,4.0,388.36,2.4,16.0,16.0,2.58,1091.016,1.92,25.786875,6.0,18.12,14.0,55.0,88.0,88.0,10.13,388.36,159.0,16.0,32.065,76.32,6.0,321.0,11.0,64.2,79.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Tc1 O3,0.0,3594.4,2.0,12.0,2.622,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,718.88,1.92,9.105,6.0,9.105,14.0,57.0,87.0,87.0,13.11,54.8,217.0,8.0,15.9994,95.76,5.52,323.0,11.4,64.6,78.0,1.6,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Te1 O3,2.7149,1887.06,2.0,16.0,2.662,3.44,2.0,4.0,4.0,54.8,3.2,16.0,16.0,3.44,377.412,1.2799999999999998,9.105,6.0,9.105,14.0,66.0,87.0,90.0,13.31,54.8,217.0,8.0,15.9994,85.68,4.48,360.0,13.2,72.0,81.0,3.2,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999
Ba1 Te1 S3,1.9088,2887.74,2.0,16.0,2.146,2.58,2.0,4.0,4.0,388.36,3.2,16.0,16.0,2.58,577.548,1.2799999999999998,25.786875,6.0,25.786875,14.0,66.0,88.0,90.0,10.73,388.36,159.0,16.0,32.065,57.84,4.48,363.0,13.2,72.6,81.0,3.2,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999
Ba1 Th1 O3,4.047,3187.4,2.0,12.0,2.502,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,637.48,1.92,9.105,6.0,9.105,14.0,53.0,87.0,87.0,12.51,54.8,217.0,8.0,15.9994,103.20000000000002,6.48,286.0,10.6,57.2,78.0,0.6400000000000001,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Ti1 O3,2.293,3105.4,2.0,12.0,2.5500000000000003,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,621.08,1.92,9.105,6.0,9.105,14.0,54.0,87.0,87.0,12.75,54.8,217.0,8.0,15.9994,95.76,6.24,313.0,10.8,62.6,78.0,0.6400000000000001,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 Ti1 Se3,0.0,4423.0,2.0,12.0,2.016,2.55,2.0,4.0,4.0,494.0,2.4,16.0,16.0,2.55,884.6,1.92,25.92,16.0,16.69,14.0,54.0,89.0,89.0,10.08,494.0,215.0,34.0,78.96,94.8,6.24,319.0,10.8,63.8,80.0,4.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ba1 U1 O3,0.0,2572.4,2.0,12.0,2.518,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,514.48,1.92,9.105,6.0,9.105,14.0,53.0,87.0,87.0,12.59,54.8,217.0,8.0,15.9994,65.36000000000001,6.48,290.0,10.6,57.99999999999999,78.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
